Node,TAZ12,County,Region,TAZCentroid
24101,1705,Santa Clara,MTC,0
24102,1759,Santa Clara,MTC,0
24103,1705,Santa Clara,MTC,0
24104,1706,Santa Clara,MTC,0
24105,1874,Santa Clara,MTC,0
24106,1999,Santa Clara,MTC,0
24107,1999,Santa Clara,MTC,0
24108,1809,Santa Clara,MTC,0
24109,1871,Santa Clara,MTC,0
24110,1807,Santa Clara,MTC,0
24111,1807,Santa Clara,MTC,0
24112,1807,Santa Clara,MTC,0
24113,1807,Santa Clara,MTC,0
24114,1807,Santa Clara,MTC,0
24115,1807,Santa Clara,MTC,0
24116,1807,Santa Clara,MTC,0
24117,1807,Santa Clara,MTC,0
24118,1807,Santa Clara,MTC,0
24119,1807,Santa Clara,MTC,0
24120,1860,Santa Clara,MTC,0
24121,1866,Santa Clara,MTC,0
24122,1867,Santa Clara,MTC,0
24123,1867,Santa Clara,MTC,0
24124,1807,Santa Clara,MTC,0
24125,1980,Santa Clara,MTC,0
24126,1867,Santa Clara,MTC,0
24127,1980,Santa Clara,MTC,0
24128,1981,Santa Clara,MTC,0
24129,1807,Santa Clara,MTC,0
24130,1902,Santa Clara,MTC,0
24131,1759,Santa Clara,MTC,0
24132,1800,Santa Clara,MTC,0
24133,1807,Santa Clara,MTC,0
24134,1873,Santa Clara,MTC,0
24135,1980,Santa Clara,MTC,0
24136,1981,Santa Clara,MTC,0
24137,1986,Santa Clara,MTC,0
24138,1992,Santa Clara,MTC,0
24139,1992,Santa Clara,MTC,0
24140,1983,Santa Clara,MTC,0
24141,1881,Santa Clara,MTC,0
24142,1986,Santa Clara,MTC,0
24143,1986,Santa Clara,MTC,0
24144,1986,Santa Clara,MTC,0
24145,1986,Santa Clara,MTC,0
24146,1985,Santa Clara,MTC,0
24147,1985,Santa Clara,MTC,0
24148,1985,Santa Clara,MTC,0
24149,1985,Santa Clara,MTC,0
24150,1980,Santa Clara,MTC,0
24151,1983,Santa Clara,MTC,0
24152,1983,Santa Clara,MTC,0
24153,1985,Santa Clara,MTC,0
24154,1866,Santa Clara,MTC,0
24155,1980,Santa Clara,MTC,0
24156,907,Marin,MTC,0
24157,1983,Santa Clara,MTC,0
24158,1982,Santa Clara,MTC,0
24159,1997,Santa Clara,MTC,0
24160,1983,Santa Clara,MTC,0
24161,1982,Santa Clara,MTC,0
24162,1982,Santa Clara,MTC,0
24163,1999,Santa Clara,MTC,0
24164,1992,Santa Clara,MTC,0
24165,1993,Santa Clara,MTC,0
24166,1904,Santa Clara,MTC,0
24167,1807,Santa Clara,MTC,0
24168,1994,Santa Clara,MTC,0
24169,1904,Santa Clara,MTC,0
24170,1995,Santa Clara,MTC,0
24171,1997,Santa Clara,MTC,0
24172,1904,Santa Clara,MTC,0
24173,1997,Santa Clara,MTC,0
24174,1997,Santa Clara,MTC,0
24175,1997,Santa Clara,MTC,0
24176,1997,Santa Clara,MTC,0
24177,1997,Santa Clara,MTC,0
24178,1994,Santa Clara,MTC,0
24179,1993,Santa Clara,MTC,0
24180,1999,Santa Clara,MTC,0
24181,1993,Santa Clara,MTC,0
24182,1993,Santa Clara,MTC,0
24183,1992,Santa Clara,MTC,0
24184,1903,Santa Clara,MTC,0
24185,1979,Santa Clara,MTC,0
24186,1903,Santa Clara,MTC,0
24187,1993,Santa Clara,MTC,0
24188,1999,Santa Clara,MTC,0
24189,1982,Santa Clara,MTC,0
24190,1982,Santa Clara,MTC,0
24191,1999,Santa Clara,MTC,0
24192,1992,Santa Clara,MTC,0
24193,1707,Santa Clara,MTC,0
24194,1996,Santa Clara,MTC,0
24195,1904,Santa Clara,MTC,0
24196,1996,Santa Clara,MTC,0
24197,1996,Santa Clara,MTC,0
24198,1996,Santa Clara,MTC,0
24199,1979,Santa Clara,MTC,0
24200,1979,Santa Clara,MTC,0
24201,1979,Santa Clara,MTC,0
24202,1979,Santa Clara,MTC,0
24203,1996,Santa Clara,MTC,0
24204,1996,Santa Clara,MTC,0
24205,907,Marin,MTC,0
24206,1994,Santa Clara,MTC,0
24207,1741,Santa Clara,MTC,0
24208,907,Marin,MTC,0
24209,1796,Santa Clara,MTC,0
24210,1796,Santa Clara,MTC,0
24211,1796,Santa Clara,MTC,0
24212,1796,Santa Clara,MTC,0
24213,1920,Santa Clara,MTC,0
24214,1795,Santa Clara,MTC,0
24215,1794,Santa Clara,MTC,0
24216,1794,Santa Clara,MTC,0
24217,1794,Santa Clara,MTC,0
24218,1794,Santa Clara,MTC,0
24219,1700,Santa Clara,MTC,0
24220,1733,Santa Clara,MTC,0
24221,1700,Santa Clara,MTC,0
24222,1702,Santa Clara,MTC,0
24223,1702,Santa Clara,MTC,0
24224,1702,Santa Clara,MTC,0
24225,1702,Santa Clara,MTC,0
24226,1799,Santa Clara,MTC,0
24227,1799,Santa Clara,MTC,0
24228,1799,Santa Clara,MTC,0
24229,1799,Santa Clara,MTC,0
24230,1886,Santa Clara,MTC,0
24231,1796,Santa Clara,MTC,0
24232,1701,Santa Clara,MTC,0
24233,1799,Santa Clara,MTC,0
24234,1799,Santa Clara,MTC,0
24235,1799,Santa Clara,MTC,0
24236,907,Marin,MTC,0
24237,1893,Santa Clara,MTC,0
24238,1796,Santa Clara,MTC,0
24239,1796,Santa Clara,MTC,0
24240,1796,Santa Clara,MTC,0
24241,1701,Santa Clara,MTC,0
24242,1799,Santa Clara,MTC,0
24243,1704,Santa Clara,MTC,0
24244,907,Marin,MTC,0
24245,1796,Santa Clara,MTC,0
24246,1891,Santa Clara,MTC,0
24247,1727,Santa Clara,MTC,0
24248,1721,Santa Clara,MTC,0
24249,1719,Santa Clara,MTC,0
24250,1727,Santa Clara,MTC,0
24251,1891,Santa Clara,MTC,0
24252,1796,Santa Clara,MTC,0
24253,1707,Santa Clara,MTC,0
24254,1725,Santa Clara,MTC,0
24255,1725,Santa Clara,MTC,0
24256,1920,Santa Clara,MTC,0
24257,1958,Santa Clara,MTC,0
24258,1958,Santa Clara,MTC,0
24259,1728,Santa Clara,MTC,0
24260,1725,Santa Clara,MTC,0
24261,1725,Santa Clara,MTC,0
24262,1796,Santa Clara,MTC,0
24263,1796,Santa Clara,MTC,0
24264,1796,Santa Clara,MTC,0
24265,1725,Santa Clara,MTC,0
24266,1725,Santa Clara,MTC,0
24267,1724,Santa Clara,MTC,0
24268,1707,Santa Clara,MTC,0
24269,1796,Santa Clara,MTC,0
24270,1893,Santa Clara,MTC,0
24271,1723,Santa Clara,MTC,0
24272,1724,Santa Clara,MTC,0
24273,1796,Santa Clara,MTC,0
24274,907,Marin,MTC,0
24275,907,Marin,MTC,0
24276,1726,Santa Clara,MTC,0
24277,1726,Santa Clara,MTC,0
24278,1718,Santa Clara,MTC,0
24279,1726,Santa Clara,MTC,0
24280,1726,Santa Clara,MTC,0
24281,107,Humboldt,Rest of State,0
24282,1792,Santa Clara,MTC,0
24283,1720,Santa Clara,MTC,0
24284,1714,Santa Clara,MTC,0
24285,1714,Santa Clara,MTC,0
24286,1723,Santa Clara,MTC,0
24287,1726,Santa Clara,MTC,0
24288,6704,Santa Clara,MTC,0
24289,6704,Santa Clara,MTC,0
24290,1714,Santa Clara,MTC,0
24291,1717,Santa Clara,MTC,0
24292,1717,Santa Clara,MTC,0
24293,6703,Santa Clara,MTC,0
24294,1792,Santa Clara,MTC,0
24295,6703,Santa Clara,MTC,0
24296,6703,Santa Clara,MTC,0
24297,1721,Santa Clara,MTC,0
24298,6703,Santa Clara,MTC,0
24299,6703,Santa Clara,MTC,0
24300,107,Humboldt,Rest of State,0
24301,1806,Santa Clara,MTC,0
24302,6703,Santa Clara,MTC,0
24303,6703,Santa Clara,MTC,0
24304,6703,Santa Clara,MTC,0
24305,6703,Santa Clara,MTC,0
24306,1905,Santa Clara,MTC,0
24307,6703,Santa Clara,MTC,0
24308,6703,Santa Clara,MTC,0
24309,107,Humboldt,Rest of State,0
24310,1796,Santa Clara,MTC,0
24311,1284,San Mateo,MTC,0
24312,1284,San Mateo,MTC,0
24313,1284,San Mateo,MTC,0
24314,1284,San Mateo,MTC,0
24315,1284,San Mateo,MTC,0
24316,1284,San Mateo,MTC,0
24317,1284,San Mateo,MTC,0
24318,1284,San Mateo,MTC,0
24319,1284,San Mateo,MTC,0
24320,1281,San Mateo,MTC,0
24321,1209,San Mateo,MTC,0
24322,1279,San Mateo,MTC,0
24323,1280,San Mateo,MTC,0
24324,1279,San Mateo,MTC,0
24325,1279,San Mateo,MTC,0
24326,1279,San Mateo,MTC,0
24327,1278,San Mateo,MTC,0
24328,1209,San Mateo,MTC,0
24329,1209,San Mateo,MTC,0
24330,6703,Santa Clara,MTC,0
24331,1281,San Mateo,MTC,0
24332,1281,San Mateo,MTC,0
24333,1209,San Mateo,MTC,0
24334,1209,San Mateo,MTC,0
24335,1276,San Mateo,MTC,0
24336,1278,San Mateo,MTC,0
24337,1281,San Mateo,MTC,0
24340,107,Humboldt,Rest of State,0
24341,121,Humboldt,Rest of State,0
24342,1209,San Mateo,MTC,0
24343,1209,San Mateo,MTC,0
24344,1209,San Mateo,MTC,0
24345,1209,San Mateo,MTC,0
24346,907,Marin,MTC,0
24347,907,Marin,MTC,0
24348,1953,Santa Clara,MTC,0
24349,1281,San Mateo,MTC,0
24350,1281,San Mateo,MTC,0
24351,1280,San Mateo,MTC,0
24352,1795,Santa Clara,MTC,0
24353,1280,San Mateo,MTC,0
24354,1281,San Mateo,MTC,0
24355,1280,San Mateo,MTC,0
24356,1174,San Mateo,MTC,0
24357,907,Marin,MTC,0
24358,1278,San Mateo,MTC,0
24359,1215,San Mateo,MTC,0
24360,1179,San Mateo,MTC,0
24361,1278,San Mateo,MTC,0
24362,1278,San Mateo,MTC,0
24363,1282,San Mateo,MTC,0
24364,1282,San Mateo,MTC,0
24365,1282,San Mateo,MTC,0
24366,1725,Santa Clara,MTC,0
24367,907,Marin,MTC,0
24368,907,Marin,MTC,0
24369,1278,San Mateo,MTC,0
24370,907,Marin,MTC,0
24371,1278,San Mateo,MTC,0
24372,1278,San Mateo,MTC,0
24373,907,Marin,MTC,0
24374,907,Marin,MTC,0
24375,907,Marin,MTC,0
24376,1269,San Mateo,MTC,0
24377,1269,San Mateo,MTC,0
24378,1266,San Mateo,MTC,0
24379,1266,San Mateo,MTC,0
24380,1174,San Mateo,MTC,0
24382,1270,San Mateo,MTC,0
24383,1269,San Mateo,MTC,0
24384,1277,San Mateo,MTC,0
24385,1174,San Mateo,MTC,0
24386,1174,San Mateo,MTC,0
24387,1174,San Mateo,MTC,0
24388,1278,San Mateo,MTC,0
24389,1277,San Mateo,MTC,0
24390,1277,San Mateo,MTC,0
24391,1277,San Mateo,MTC,0
24392,1277,San Mateo,MTC,0
24393,1277,San Mateo,MTC,0
24394,1174,San Mateo,MTC,0
24395,1174,San Mateo,MTC,0
24396,1174,San Mateo,MTC,0
24397,1276,San Mateo,MTC,0
24398,1209,San Mateo,MTC,0
24399,1277,San Mateo,MTC,0
24400,1276,San Mateo,MTC,0
24401,1276,San Mateo,MTC,0
24402,1272,San Mateo,MTC,0
24403,1272,San Mateo,MTC,0
24404,1272,San Mateo,MTC,0
24405,1267,San Mateo,MTC,0
24406,1276,San Mateo,MTC,0
24407,1208,San Mateo,MTC,0
24408,1248,San Mateo,MTC,0
24409,1248,San Mateo,MTC,0
24410,1273,San Mateo,MTC,0
24411,1271,San Mateo,MTC,0
24412,1272,San Mateo,MTC,0
24413,1272,San Mateo,MTC,0
24414,1204,San Mateo,MTC,0
24415,1255,San Mateo,MTC,0
24416,1257,San Mateo,MTC,0
24417,1267,San Mateo,MTC,0
24418,1270,San Mateo,MTC,0
24419,1267,San Mateo,MTC,0
24420,1257,San Mateo,MTC,0
24421,1257,San Mateo,MTC,0
24422,1257,San Mateo,MTC,0
24423,1255,San Mateo,MTC,0
24424,1283,San Mateo,MTC,0
24425,1268,San Mateo,MTC,0
24426,1266,San Mateo,MTC,0
24427,1266,San Mateo,MTC,0
24428,1266,San Mateo,MTC,0
24429,1207,San Mateo,MTC,0
24430,1268,San Mateo,MTC,0
24431,1906,Santa Clara,MTC,0
24432,1284,San Mateo,MTC,0
24433,1905,Santa Clara,MTC,0
24434,1268,San Mateo,MTC,0
24435,1268,San Mateo,MTC,0
24436,1284,San Mateo,MTC,0
24437,120,Humboldt,Rest of State,0
24438,1284,San Mateo,MTC,0
24439,1284,San Mateo,MTC,0
24440,1257,San Mateo,MTC,0
24441,1265,San Mateo,MTC,0
24442,1283,San Mateo,MTC,0
24443,1283,San Mateo,MTC,0
24444,1283,San Mateo,MTC,0
24445,1224,San Mateo,MTC,0
24446,1226,San Mateo,MTC,0
24447,1283,San Mateo,MTC,0
24448,1226,San Mateo,MTC,0
24449,907,Marin,MTC,0
24450,907,Marin,MTC,0
24451,907,Marin,MTC,0
24452,1222,San Mateo,MTC,0
24453,1265,San Mateo,MTC,0
24454,1265,San Mateo,MTC,0
24455,1265,San Mateo,MTC,0
24456,1265,San Mateo,MTC,0
24457,1265,San Mateo,MTC,0
24458,1265,San Mateo,MTC,0
24459,1265,San Mateo,MTC,0
24460,1283,San Mateo,MTC,0
24461,1283,San Mateo,MTC,0
24462,1283,San Mateo,MTC,0
24463,1265,San Mateo,MTC,0
24464,1265,San Mateo,MTC,0
24465,1265,San Mateo,MTC,0
24466,1265,San Mateo,MTC,0
24467,1287,San Mateo,MTC,0
24468,1257,San Mateo,MTC,0
24469,1287,San Mateo,MTC,0
24470,1287,San Mateo,MTC,0
24471,1261,San Mateo,MTC,0
24472,1260,San Mateo,MTC,0
24473,1261,San Mateo,MTC,0
24474,1227,San Mateo,MTC,0
24475,1227,San Mateo,MTC,0
24476,1283,San Mateo,MTC,0
24477,1283,San Mateo,MTC,0
24478,1203,San Mateo,MTC,0
24479,1203,San Mateo,MTC,0
24480,1203,San Mateo,MTC,0
24481,1203,San Mateo,MTC,0
24482,1290,San Mateo,MTC,0
24483,1283,San Mateo,MTC,0
24484,1261,San Mateo,MTC,0
24485,1283,San Mateo,MTC,0
24486,1202,San Mateo,MTC,0
24487,1202,San Mateo,MTC,0
24488,1202,San Mateo,MTC,0
24489,1202,San Mateo,MTC,0
24490,1261,San Mateo,MTC,0
24491,1264,San Mateo,MTC,0
24492,1258,San Mateo,MTC,0
24493,1202,San Mateo,MTC,0
24494,1202,San Mateo,MTC,0
24495,1202,San Mateo,MTC,0
24496,1274,San Mateo,MTC,0
24497,1267,San Mateo,MTC,0
24498,1273,San Mateo,MTC,0
24499,1254,San Mateo,MTC,0
24500,1202,San Mateo,MTC,0
24501,1254,San Mateo,MTC,0
24502,1207,San Mateo,MTC,0
24503,106,Humboldt,Rest of State,0
24504,1262,San Mateo,MTC,0
24505,1262,San Mateo,MTC,0
24506,1262,San Mateo,MTC,0
24507,1262,San Mateo,MTC,0
24508,1263,San Mateo,MTC,0
24509,1254,San Mateo,MTC,0
24510,1254,San Mateo,MTC,0
24511,1255,San Mateo,MTC,0
24512,1288,San Mateo,MTC,0
24513,1179,San Mateo,MTC,0
24514,1174,San Mateo,MTC,0
24515,1288,San Mateo,MTC,0
24516,1207,San Mateo,MTC,0
24517,1207,San Mateo,MTC,0
24518,1275,San Mateo,MTC,0
24519,1275,San Mateo,MTC,0
24520,1275,San Mateo,MTC,0
24521,1275,San Mateo,MTC,0
24522,1206,San Mateo,MTC,0
24523,1271,San Mateo,MTC,0
24524,1267,San Mateo,MTC,0
24525,1271,San Mateo,MTC,0
24526,1271,San Mateo,MTC,0
24527,1271,San Mateo,MTC,0
24528,1271,San Mateo,MTC,0
24529,1271,San Mateo,MTC,0
24530,1264,San Mateo,MTC,0
24531,907,Marin,MTC,0
24532,1261,San Mateo,MTC,0
24533,907,Marin,MTC,0
24534,1262,San Mateo,MTC,0
24535,1206,San Mateo,MTC,0
24536,1206,San Mateo,MTC,0
24537,1213,San Mateo,MTC,0
24538,1206,San Mateo,MTC,0
24539,1206,San Mateo,MTC,0
24540,1206,San Mateo,MTC,0
24541,1206,San Mateo,MTC,0
24542,1277,San Mateo,MTC,0
24543,1174,San Mateo,MTC,0
24544,1174,San Mateo,MTC,0
24545,1193,San Mateo,MTC,0
24546,1288,San Mateo,MTC,0
24547,1288,San Mateo,MTC,0
24548,1288,San Mateo,MTC,0
24549,1288,San Mateo,MTC,0
24550,1288,San Mateo,MTC,0
24551,1288,San Mateo,MTC,0
24552,907,Marin,MTC,0
24553,1288,San Mateo,MTC,0
24554,1183,San Mateo,MTC,0
24555,1188,San Mateo,MTC,0
24556,1252,San Mateo,MTC,0
24557,1205,San Mateo,MTC,0
24558,1253,San Mateo,MTC,0
24559,1204,San Mateo,MTC,0
24560,1204,San Mateo,MTC,0
24561,1205,San Mateo,MTC,0
24562,1205,San Mateo,MTC,0
24563,1204,San Mateo,MTC,0
24564,1258,San Mateo,MTC,0
24565,1258,San Mateo,MTC,0
24566,1258,San Mateo,MTC,0
24567,1258,San Mateo,MTC,0
24568,1259,San Mateo,MTC,0
24569,1258,San Mateo,MTC,0
24570,1258,San Mateo,MTC,0
24571,1263,San Mateo,MTC,0
24572,1258,San Mateo,MTC,0
24573,1253,San Mateo,MTC,0
24574,1204,San Mateo,MTC,0
24575,1205,San Mateo,MTC,0
24576,1258,San Mateo,MTC,0
24577,1181,San Mateo,MTC,0
24578,1253,San Mateo,MTC,0
24579,1253,San Mateo,MTC,0
24580,1253,San Mateo,MTC,0
24581,1253,San Mateo,MTC,0
24582,1188,San Mateo,MTC,0
24583,1253,San Mateo,MTC,0
24584,1208,San Mateo,MTC,0
24585,1201,San Mateo,MTC,0
24586,1245,San Mateo,MTC,0
24587,1245,San Mateo,MTC,0
24588,1201,San Mateo,MTC,0
24589,1238,San Mateo,MTC,0
24590,1242,San Mateo,MTC,0
24591,1290,San Mateo,MTC,0
24592,1247,San Mateo,MTC,0
24593,1242,San Mateo,MTC,0
24594,1288,San Mateo,MTC,0
24595,1232,San Mateo,MTC,0
24596,907,Marin,MTC,0
24597,1226,San Mateo,MTC,0
24598,1226,San Mateo,MTC,0
24599,1283,San Mateo,MTC,0
24600,1226,San Mateo,MTC,0
24601,1283,San Mateo,MTC,0
24602,1226,San Mateo,MTC,0
24603,1235,San Mateo,MTC,0
24604,1189,San Mateo,MTC,0
24605,1189,San Mateo,MTC,0
24606,1226,San Mateo,MTC,0
24607,1226,San Mateo,MTC,0
24608,1210,San Mateo,MTC,0
24609,1210,San Mateo,MTC,0
24610,1227,San Mateo,MTC,0
24611,1227,San Mateo,MTC,0
24612,1222,San Mateo,MTC,0
24613,1222,San Mateo,MTC,0
24614,1222,San Mateo,MTC,0
24615,1210,San Mateo,MTC,0
24616,1227,San Mateo,MTC,0
24617,1227,San Mateo,MTC,0
24618,1210,San Mateo,MTC,0
24619,1210,San Mateo,MTC,0
24620,1283,San Mateo,MTC,0
24621,1283,San Mateo,MTC,0
24622,1283,San Mateo,MTC,0
24623,1283,San Mateo,MTC,0
24624,1243,San Mateo,MTC,0
24625,1214,San Mateo,MTC,0
24626,1214,San Mateo,MTC,0
24627,1283,San Mateo,MTC,0
24628,1210,San Mateo,MTC,0
24629,1210,San Mateo,MTC,0
24630,1233,San Mateo,MTC,0
24631,1232,San Mateo,MTC,0
24632,1231,San Mateo,MTC,0
24633,1227,San Mateo,MTC,0
24634,1176,San Mateo,MTC,0
24635,106,Humboldt,Rest of State,0
24636,1237,San Mateo,MTC,0
24637,1237,San Mateo,MTC,0
24638,1237,San Mateo,MTC,0
24639,1210,San Mateo,MTC,0
24640,1237,San Mateo,MTC,0
24641,1237,San Mateo,MTC,0
24642,1237,San Mateo,MTC,0
24643,1233,San Mateo,MTC,0
24644,1193,San Mateo,MTC,0
24645,1193,San Mateo,MTC,0
24646,1177,San Mateo,MTC,0
24647,1177,San Mateo,MTC,0
24648,1158,San Francisco,MTC,0
24649,1176,San Mateo,MTC,0
24650,1235,San Mateo,MTC,0
24651,1243,San Mateo,MTC,0
24652,1243,San Mateo,MTC,0
24653,1210,San Mateo,MTC,0
24654,1235,San Mateo,MTC,0
24655,1235,San Mateo,MTC,0
24656,1243,San Mateo,MTC,0
24657,1243,San Mateo,MTC,0
24658,1237,San Mateo,MTC,0
24659,1243,San Mateo,MTC,0
24660,1290,San Mateo,MTC,0
24661,1243,San Mateo,MTC,0
24662,1290,San Mateo,MTC,0
24663,1243,San Mateo,MTC,0
24664,1290,San Mateo,MTC,0
24665,1243,San Mateo,MTC,0
24666,1290,San Mateo,MTC,0
24667,1243,San Mateo,MTC,0
24668,1243,San Mateo,MTC,0
24669,1243,San Mateo,MTC,0
24670,1243,San Mateo,MTC,0
24671,1243,San Mateo,MTC,0
24672,1243,San Mateo,MTC,0
24673,1243,San Mateo,MTC,0
24674,1243,San Mateo,MTC,0
24675,1243,San Mateo,MTC,0
24676,1243,San Mateo,MTC,0
24677,1243,San Mateo,MTC,0
24678,1176,San Mateo,MTC,0
24679,1203,San Mateo,MTC,0
24680,1290,San Mateo,MTC,0
24681,1290,San Mateo,MTC,0
24682,1246,San Mateo,MTC,0
24683,1290,San Mateo,MTC,0
24684,1176,San Mateo,MTC,0
24685,1179,San Mateo,MTC,0
24686,1289,San Mateo,MTC,0
24687,1289,San Mateo,MTC,0
24688,1244,San Mateo,MTC,0
24689,1289,San Mateo,MTC,0
24690,1244,San Mateo,MTC,0
24691,1289,San Mateo,MTC,0
24692,1290,San Mateo,MTC,0
24693,1290,San Mateo,MTC,0
24694,1289,San Mateo,MTC,0
24695,1289,San Mateo,MTC,0
24696,1289,San Mateo,MTC,0
24697,1178,San Mateo,MTC,0
24698,1179,San Mateo,MTC,0
24699,1189,San Mateo,MTC,0
24700,1179,San Mateo,MTC,0
24701,1244,San Mateo,MTC,0
24702,1244,San Mateo,MTC,0
24703,1244,San Mateo,MTC,0
24704,1244,San Mateo,MTC,0
24705,1235,San Mateo,MTC,0
24706,106,Humboldt,Rest of State,0
24707,1244,San Mateo,MTC,0
24708,1244,San Mateo,MTC,0
24709,1244,San Mateo,MTC,0
24710,1236,San Mateo,MTC,0
24711,1213,San Mateo,MTC,0
24712,1189,San Mateo,MTC,0
24713,1263,San Mateo,MTC,0
24714,1213,San Mateo,MTC,0
24715,1238,San Mateo,MTC,0
24716,1242,San Mateo,MTC,0
24717,1240,San Mateo,MTC,0
24718,1241,San Mateo,MTC,0
24719,1240,San Mateo,MTC,0
24720,1242,San Mateo,MTC,0
24721,1241,San Mateo,MTC,0
24722,907,Marin,MTC,0
24723,1241,San Mateo,MTC,0
24724,1242,San Mateo,MTC,0
24725,1241,San Mateo,MTC,0
24726,1239,San Mateo,MTC,0
24727,1293,San Mateo,MTC,0
24728,1293,San Mateo,MTC,0
24729,1239,San Mateo,MTC,0
24730,1239,San Mateo,MTC,0
24731,907,Marin,MTC,0
24732,1240,San Mateo,MTC,0
24733,1240,San Mateo,MTC,0
24734,1242,San Mateo,MTC,0
24735,1241,San Mateo,MTC,0
24736,1293,San Mateo,MTC,0
24737,1254,San Mateo,MTC,0
24738,1242,San Mateo,MTC,0
24739,1219,San Mateo,MTC,0
24740,1215,San Mateo,MTC,0
24741,1254,San Mateo,MTC,0
24742,1250,San Mateo,MTC,0
24743,1250,San Mateo,MTC,0
24744,1250,San Mateo,MTC,0
24745,1290,San Mateo,MTC,0
24746,1250,San Mateo,MTC,0
24747,1250,San Mateo,MTC,0
24748,1220,San Mateo,MTC,0
24749,1219,San Mateo,MTC,0
24750,1215,San Mateo,MTC,0
24751,1175,San Mateo,MTC,0
24752,1252,San Mateo,MTC,0
24753,1175,San Mateo,MTC,0
24754,1289,San Mateo,MTC,0
24755,1251,San Mateo,MTC,0
24756,1251,San Mateo,MTC,0
24757,1251,San Mateo,MTC,0
24758,1251,San Mateo,MTC,0
24759,1251,San Mateo,MTC,0
24760,1252,San Mateo,MTC,0
24761,1251,San Mateo,MTC,0
24762,1251,San Mateo,MTC,0
24763,1251,San Mateo,MTC,0
24764,1289,San Mateo,MTC,0
24765,1289,San Mateo,MTC,0
24766,1247,San Mateo,MTC,0
24767,1247,San Mateo,MTC,0
24768,1175,San Mateo,MTC,0
24769,1175,San Mateo,MTC,0
24770,1214,San Mateo,MTC,0
24771,1214,San Mateo,MTC,0
24772,1218,San Mateo,MTC,0
24773,1221,San Mateo,MTC,0
24774,1254,San Mateo,MTC,0
24775,1254,San Mateo,MTC,0
24776,1214,San Mateo,MTC,0
24777,1214,San Mateo,MTC,0
24778,1214,San Mateo,MTC,0
24779,1287,San Mateo,MTC,0
24780,1217,San Mateo,MTC,0
24784,1202,San Mateo,MTC,0
24785,1256,San Mateo,MTC,0
24786,1256,San Mateo,MTC,0
24787,1256,San Mateo,MTC,0
24788,1256,San Mateo,MTC,0
24789,1287,San Mateo,MTC,0
24790,1257,San Mateo,MTC,0
24791,1216,San Mateo,MTC,0
24792,1211,San Mateo,MTC,0
24794,1259,San Mateo,MTC,0
24795,1202,San Mateo,MTC,0
24796,1287,San Mateo,MTC,0
24797,1287,San Mateo,MTC,0
24798,1287,San Mateo,MTC,0
24799,1287,San Mateo,MTC,0
24800,1287,San Mateo,MTC,0
24801,1287,San Mateo,MTC,0
24802,1211,San Mateo,MTC,0
24803,1287,San Mateo,MTC,0
24804,1255,San Mateo,MTC,0
24805,1201,San Mateo,MTC,0
24806,1180,San Mateo,MTC,0
24807,1293,San Mateo,MTC,0
24808,1238,San Mateo,MTC,0
24809,1238,San Mateo,MTC,0
24810,1236,San Mateo,MTC,0
24811,1236,San Mateo,MTC,0
24812,1236,San Mateo,MTC,0
24813,1237,San Mateo,MTC,0
24814,1240,San Mateo,MTC,0
24815,1236,San Mateo,MTC,0
24816,1236,San Mateo,MTC,0
24817,1238,San Mateo,MTC,0
24818,1238,San Mateo,MTC,0
24819,1242,San Mateo,MTC,0
24820,106,Humboldt,Rest of State,0
24821,1216,San Mateo,MTC,0
24822,1216,San Mateo,MTC,0
24823,1233,San Mateo,MTC,0
24824,1233,San Mateo,MTC,0
24825,1233,San Mateo,MTC,0
24826,106,Humboldt,Rest of State,0
24827,1233,San Mateo,MTC,0
24828,1233,San Mateo,MTC,0
24829,1233,San Mateo,MTC,0
24830,1232,San Mateo,MTC,0
24831,1232,San Mateo,MTC,0
24832,1232,San Mateo,MTC,0
24833,1210,San Mateo,MTC,0
24834,1215,San Mateo,MTC,0
24835,1232,San Mateo,MTC,0
24836,1232,San Mateo,MTC,0
24837,1232,San Mateo,MTC,0
24838,1231,San Mateo,MTC,0
24839,1228,San Mateo,MTC,0
24840,1228,San Mateo,MTC,0
24841,1231,San Mateo,MTC,0
24842,1231,San Mateo,MTC,0
24843,1231,San Mateo,MTC,0
24844,1215,San Mateo,MTC,0
24845,1225,San Mateo,MTC,0
24846,1225,San Mateo,MTC,0
24847,1223,San Mateo,MTC,0
24848,1225,San Mateo,MTC,0
24849,1225,San Mateo,MTC,0
24850,1225,San Mateo,MTC,0
24851,1214,San Mateo,MTC,0
24852,1214,San Mateo,MTC,0
24853,1222,San Mateo,MTC,0
24854,1222,San Mateo,MTC,0
24855,1225,San Mateo,MTC,0
24856,1225,San Mateo,MTC,0
24857,1225,San Mateo,MTC,0
24858,1214,San Mateo,MTC,0
24859,1214,San Mateo,MTC,0
24860,1214,San Mateo,MTC,0
24861,1214,San Mateo,MTC,0
24862,1214,San Mateo,MTC,0
24863,1214,San Mateo,MTC,0
24864,114,Humboldt,Rest of State,0
24865,1224,San Mateo,MTC,0
24866,1215,San Mateo,MTC,0
24867,1223,San Mateo,MTC,0
24868,1225,San Mateo,MTC,0
24869,1215,San Mateo,MTC,0
24870,1229,San Mateo,MTC,0
24871,1224,San Mateo,MTC,0
24872,1160,San Francisco,MTC,0
24873,1225,San Mateo,MTC,0
24874,1283,San Mateo,MTC,0
24875,1216,San Mateo,MTC,0
