Node,TAZ12,County,Region,TAZCentroid
112130,4540,Los Angeles,SCAG,0
112132,3885,Los Angeles,SCAG,0
112133,3766,Los Angeles,SCAG,0
112134,3824,Los Angeles,SCAG,0
112135,3804,Los Angeles,SCAG,0
112138,4469,Los Angeles,SCAG,0
112139,3786,Los Angeles,SCAG,0
112140,3824,Los Angeles,SCAG,0
112142,4409,Los Angeles,SCAG,0
112143,3804,Los Angeles,SCAG,0
112145,3843,Los Angeles,SCAG,0
112147,4422,Los Angeles,SCAG,0
112150,3852,Los Angeles,SCAG,0
112151,3786,Los Angeles,SCAG,0
112152,3786,Los Angeles,SCAG,0
112153,3869,Los Angeles,SCAG,0
112156,3852,Los Angeles,SCAG,0
112157,3843,Los Angeles,SCAG,0
112158,3888,Los Angeles,SCAG,0
112159,3888,Los Angeles,SCAG,0
112163,3766,Los Angeles,SCAG,0
112164,3692,Los Angeles,SCAG,0
112167,3618,Los Angeles,SCAG,0
112168,3761,Los Angeles,SCAG,0
112169,3692,Los Angeles,SCAG,0
112170,3692,Los Angeles,SCAG,0
112172,3619,Los Angeles,SCAG,0
112176,5907,Orange,SCAG,0
112177,5907,Orange,SCAG,0
112178,3618,Los Angeles,SCAG,0
112179,4416,Los Angeles,SCAG,0
112180,4410,Los Angeles,SCAG,0
112181,4416,Los Angeles,SCAG,0
112184,3619,Los Angeles,SCAG,0
112185,5907,Orange,SCAG,0
112186,5907,Orange,SCAG,0
112189,3843,Los Angeles,SCAG,0
112191,3757,Los Angeles,SCAG,0
112193,3684,Los Angeles,SCAG,0
112194,3726,Los Angeles,SCAG,0
112195,3705,Los Angeles,SCAG,0
112196,3761,Los Angeles,SCAG,0
112199,3786,Los Angeles,SCAG,0
112203,3684,Los Angeles,SCAG,0
112204,3618,Los Angeles,SCAG,0
112205,3761,Los Angeles,SCAG,0
112206,3705,Los Angeles,SCAG,0
112207,3888,Los Angeles,SCAG,0
112208,3727,Los Angeles,SCAG,0
112210,3858,Los Angeles,SCAG,0
112211,3705,Los Angeles,SCAG,0
112213,4463,Los Angeles,SCAG,0
112214,3886,Los Angeles,SCAG,0
112216,3886,Los Angeles,SCAG,0
112217,4463,Los Angeles,SCAG,0
112218,3886,Los Angeles,SCAG,0
112219,4421,Los Angeles,SCAG,0
112220,4439,Los Angeles,SCAG,0
112221,3886,Los Angeles,SCAG,0
112222,3886,Los Angeles,SCAG,0
112224,3705,Los Angeles,SCAG,0
112225,3705,Los Angeles,SCAG,0
112226,3886,Los Angeles,SCAG,0
112228,3886,Los Angeles,SCAG,0
112229,3886,Los Angeles,SCAG,0
112232,3886,Los Angeles,SCAG,0
112233,3705,Los Angeles,SCAG,0
112235,3858,Los Angeles,SCAG,0
112236,3858,Los Angeles,SCAG,0
112237,4401,Los Angeles,SCAG,0
112240,3785,Los Angeles,SCAG,0
112241,3825,Los Angeles,SCAG,0
112242,3725,Los Angeles,SCAG,0
112243,4434,Los Angeles,SCAG,0
112248,3886,Los Angeles,SCAG,0
112249,3886,Los Angeles,SCAG,0
112250,4463,Los Angeles,SCAG,0
112251,3825,Los Angeles,SCAG,0
112252,3825,Los Angeles,SCAG,0
112253,3825,Los Angeles,SCAG,0
112256,3729,Los Angeles,SCAG,0
112258,4439,Los Angeles,SCAG,0
112259,3825,Los Angeles,SCAG,0
112260,4439,Los Angeles,SCAG,0
112261,3858,Los Angeles,SCAG,0
112262,4439,Los Angeles,SCAG,0
112263,3857,Los Angeles,SCAG,0
112268,3727,Los Angeles,SCAG,0
112269,3877,Los Angeles,SCAG,0
112270,3804,Los Angeles,SCAG,0
112271,3705,Los Angeles,SCAG,0
112273,3705,Los Angeles,SCAG,0
112274,3705,Los Angeles,SCAG,0
112275,3619,Los Angeles,SCAG,0
112276,4401,Los Angeles,SCAG,0
112278,3846,Los Angeles,SCAG,0
112279,3852,Los Angeles,SCAG,0
112280,3869,Los Angeles,SCAG,0
112281,3843,Los Angeles,SCAG,0
112283,3869,Los Angeles,SCAG,0
112284,3869,Los Angeles,SCAG,0
112287,3871,Los Angeles,SCAG,0
112291,3727,Los Angeles,SCAG,0
112292,3824,Los Angeles,SCAG,0
112293,3705,Los Angeles,SCAG,0
112294,3705,Los Angeles,SCAG,0
112297,4463,Los Angeles,SCAG,0
112298,3804,Los Angeles,SCAG,0
112299,4469,Los Angeles,SCAG,0
112301,4547,Los Angeles,SCAG,0
112302,4672,Los Angeles,SCAG,0
112306,4569,Los Angeles,SCAG,0
112307,3902,Los Angeles,SCAG,0
112308,4671,Los Angeles,SCAG,0
112309,3974,Los Angeles,SCAG,0
112311,3902,Los Angeles,SCAG,0
112313,4553,Los Angeles,SCAG,0
112315,3888,Los Angeles,SCAG,0
112316,4354,Los Angeles,SCAG,0
112317,4330,Los Angeles,SCAG,0
112318,4626,Los Angeles,SCAG,0
112319,3903,Los Angeles,SCAG,0
112320,4217,Los Angeles,SCAG,0
112321,4217,Los Angeles,SCAG,0
112324,4511,Los Angeles,SCAG,0
112325,4217,Los Angeles,SCAG,0
112327,4216,Los Angeles,SCAG,0
112328,3904,Los Angeles,SCAG,0
112330,3904,Los Angeles,SCAG,0
112332,3942,Los Angeles,SCAG,0
112333,4217,Los Angeles,SCAG,0
112334,3904,Los Angeles,SCAG,0
112336,4357,Los Angeles,SCAG,0
112338,4217,Los Angeles,SCAG,0
112339,3901,Los Angeles,SCAG,0
112340,3901,Los Angeles,SCAG,0
112342,4330,Los Angeles,SCAG,0
112343,4361,Los Angeles,SCAG,0
112346,4548,Los Angeles,SCAG,0
112347,4548,Los Angeles,SCAG,0
112348,4331,Los Angeles,SCAG,0
112350,4331,Los Angeles,SCAG,0
112351,3933,Los Angeles,SCAG,0
112352,3955,Los Angeles,SCAG,0
112353,4359,Los Angeles,SCAG,0
112354,4359,Los Angeles,SCAG,0
112355,4328,Los Angeles,SCAG,0
112356,4626,Los Angeles,SCAG,0
112357,4626,Los Angeles,SCAG,0
112358,4353,Los Angeles,SCAG,0
112359,4353,Los Angeles,SCAG,0
112360,4353,Los Angeles,SCAG,0
112362,3938,Los Angeles,SCAG,0
112364,4331,Los Angeles,SCAG,0
112365,4331,Los Angeles,SCAG,0
112366,3901,Los Angeles,SCAG,0
112368,4671,Los Angeles,SCAG,0
112369,4569,Los Angeles,SCAG,0
112370,4562,Los Angeles,SCAG,0
112371,3880,Los Angeles,SCAG,0
112372,3880,Los Angeles,SCAG,0
112374,4556,Los Angeles,SCAG,0
112376,4516,Los Angeles,SCAG,0
112377,3901,Los Angeles,SCAG,0
112378,4524,Los Angeles,SCAG,0
112379,4524,Los Angeles,SCAG,0
112380,4523,Los Angeles,SCAG,0
112381,3901,Los Angeles,SCAG,0
112382,4556,Los Angeles,SCAG,0
112383,4548,Los Angeles,SCAG,0
112384,4217,Los Angeles,SCAG,0
112386,4556,Los Angeles,SCAG,0
112387,4331,Los Angeles,SCAG,0
112388,3923,Los Angeles,SCAG,0
112392,4548,Los Angeles,SCAG,0
112393,4548,Los Angeles,SCAG,0
112394,4524,Los Angeles,SCAG,0
112395,3686,Los Angeles,SCAG,0
112396,3903,Los Angeles,SCAG,0
112397,3901,Los Angeles,SCAG,0
112402,4547,Los Angeles,SCAG,0
112403,4330,Los Angeles,SCAG,0
112406,4361,Los Angeles,SCAG,0
112407,4330,Los Angeles,SCAG,0
112408,4216,Los Angeles,SCAG,0
112409,4216,Los Angeles,SCAG,0
112410,3942,Los Angeles,SCAG,0
112412,3934,Los Angeles,SCAG,0
112413,4672,Los Angeles,SCAG,0
112415,4003,Los Angeles,SCAG,0
112416,3996,Los Angeles,SCAG,0
112417,4523,Los Angeles,SCAG,0
112419,3832,Los Angeles,SCAG,0
112420,4217,Los Angeles,SCAG,0
112421,4330,Los Angeles,SCAG,0
112422,4601,Los Angeles,SCAG,0
112424,4542,Los Angeles,SCAG,0
112425,4217,Los Angeles,SCAG,0
112426,4217,Los Angeles,SCAG,0
112427,4217,Los Angeles,SCAG,0
112429,3883,Los Angeles,SCAG,0
112431,4217,Los Angeles,SCAG,0
112433,4626,Los Angeles,SCAG,0
112434,3923,Los Angeles,SCAG,0
112435,4557,Los Angeles,SCAG,0
112436,3902,Los Angeles,SCAG,0
112438,4643,Los Angeles,SCAG,0
112439,3921,Los Angeles,SCAG,0
112440,3921,Los Angeles,SCAG,0
112442,3974,Los Angeles,SCAG,0
112443,3921,Los Angeles,SCAG,0
112444,4643,Los Angeles,SCAG,0
112445,3888,Los Angeles,SCAG,0
112446,3921,Los Angeles,SCAG,0
112449,4510,Los Angeles,SCAG,0
112450,4510,Los Angeles,SCAG,0
112451,4217,Los Angeles,SCAG,0
112452,4218,Los Angeles,SCAG,0
112454,4643,Los Angeles,SCAG,0
112455,4328,Los Angeles,SCAG,0
112458,3879,Los Angeles,SCAG,0
112459,4516,Los Angeles,SCAG,0
112460,4330,Los Angeles,SCAG,0
112462,4330,Los Angeles,SCAG,0
112463,3921,Los Angeles,SCAG,0
112466,3832,Los Angeles,SCAG,0
112467,3834,Los Angeles,SCAG,0
112468,4555,Los Angeles,SCAG,0
112470,4547,Los Angeles,SCAG,0
112472,4331,Los Angeles,SCAG,0
112474,4566,Los Angeles,SCAG,0
112475,4003,Los Angeles,SCAG,0
112478,3998,Los Angeles,SCAG,0
112479,4511,Los Angeles,SCAG,0
112480,4556,Los Angeles,SCAG,0
112481,3921,Los Angeles,SCAG,0
112487,4609,Los Angeles,SCAG,0
112488,3995,Los Angeles,SCAG,0
112491,3921,Los Angeles,SCAG,0
112492,4600,Los Angeles,SCAG,0
112493,4600,Los Angeles,SCAG,0
112494,3832,Los Angeles,SCAG,0
112499,4432,Los Angeles,SCAG,0
112500,4359,Los Angeles,SCAG,0
112501,4359,Los Angeles,SCAG,0
112502,4359,Los Angeles,SCAG,0
112504,4671,Los Angeles,SCAG,0
112505,3933,Los Angeles,SCAG,0
112507,4357,Los Angeles,SCAG,0
112509,4331,Los Angeles,SCAG,0
112510,4626,Los Angeles,SCAG,0
112512,4547,Los Angeles,SCAG,0
112513,4331,Los Angeles,SCAG,0
112514,3921,Los Angeles,SCAG,0
112518,4569,Los Angeles,SCAG,0
112522,4643,Los Angeles,SCAG,0
112523,4600,Los Angeles,SCAG,0
112526,4216,Los Angeles,SCAG,0
112527,4216,Los Angeles,SCAG,0
112529,3974,Los Angeles,SCAG,0
112530,4346,Los Angeles,SCAG,0
112531,4632,Los Angeles,SCAG,0
112532,3834,Los Angeles,SCAG,0
112533,3934,Los Angeles,SCAG,0
112534,4346,Los Angeles,SCAG,0
112535,3933,Los Angeles,SCAG,0
112536,4444,Los Angeles,SCAG,0
112537,4638,Los Angeles,SCAG,0
112538,4638,Los Angeles,SCAG,0
112541,4553,Los Angeles,SCAG,0
112542,4553,Los Angeles,SCAG,0
112543,4524,Los Angeles,SCAG,0
112546,4330,Los Angeles,SCAG,0
112547,4330,Los Angeles,SCAG,0
112548,4523,Los Angeles,SCAG,0
112550,4510,Los Angeles,SCAG,0
112551,3923,Los Angeles,SCAG,0
112552,4330,Los Angeles,SCAG,0
112554,4421,Los Angeles,SCAG,0
112557,4004,Los Angeles,SCAG,0
112559,4510,Los Angeles,SCAG,0
112560,4510,Los Angeles,SCAG,0
112561,3880,Los Angeles,SCAG,0
112562,4360,Los Angeles,SCAG,0
112563,4216,Los Angeles,SCAG,0
112564,4216,Los Angeles,SCAG,0
112566,3931,Los Angeles,SCAG,0
112567,4638,Los Angeles,SCAG,0
112571,3997,Los Angeles,SCAG,0
112572,4631,Los Angeles,SCAG,0
112573,4638,Los Angeles,SCAG,0
112575,4642,Los Angeles,SCAG,0
112577,4444,Los Angeles,SCAG,0
112578,4636,Los Angeles,SCAG,0
112579,3931,Los Angeles,SCAG,0
112581,4627,Los Angeles,SCAG,0
112582,4636,Los Angeles,SCAG,0
112583,4556,Los Angeles,SCAG,0
112584,4556,Los Angeles,SCAG,0
112586,3934,Los Angeles,SCAG,0
112588,4549,Los Angeles,SCAG,0
112590,4218,Los Angeles,SCAG,0
112595,3902,Los Angeles,SCAG,0
112596,3879,Los Angeles,SCAG,0
112597,4261,Los Angeles,SCAG,0
112601,3997,Los Angeles,SCAG,0
112602,4549,Los Angeles,SCAG,0
112603,4549,Los Angeles,SCAG,0
112604,4218,Los Angeles,SCAG,0
112605,4346,Los Angeles,SCAG,0
112606,4634,Los Angeles,SCAG,0
112607,4540,Los Angeles,SCAG,0
112608,3923,Los Angeles,SCAG,0
112610,4553,Los Angeles,SCAG,0
112612,4555,Los Angeles,SCAG,0
112613,4218,Los Angeles,SCAG,0
112615,4330,Los Angeles,SCAG,0
112616,4631,Los Angeles,SCAG,0
112617,4556,Los Angeles,SCAG,0
112618,4630,Los Angeles,SCAG,0
112620,4555,Los Angeles,SCAG,0
112622,3997,Los Angeles,SCAG,0
112623,4261,Los Angeles,SCAG,0
112625,3918,Los Angeles,SCAG,0
112626,4328,Los Angeles,SCAG,0
112635,4554,Los Angeles,SCAG,0
112636,4554,Los Angeles,SCAG,0
112638,6044,Orange,SCAG,0
112640,4218,Los Angeles,SCAG,0
112641,4568,Los Angeles,SCAG,0
112642,4568,Los Angeles,SCAG,0
112645,3955,Los Angeles,SCAG,0
112647,4631,Los Angeles,SCAG,0
112648,4670,Los Angeles,SCAG,0
112649,4360,Los Angeles,SCAG,0
112650,4360,Los Angeles,SCAG,0
112651,4639,Los Angeles,SCAG,0
112652,4639,Los Angeles,SCAG,0
112653,4432,Los Angeles,SCAG,0
112654,4469,Los Angeles,SCAG,0
112655,4218,Los Angeles,SCAG,0
112657,4642,Los Angeles,SCAG,0
112658,4642,Los Angeles,SCAG,0
112660,4566,Los Angeles,SCAG,0
112661,4556,Los Angeles,SCAG,0
112662,4511,Los Angeles,SCAG,0
112664,4524,Los Angeles,SCAG,0
112665,4609,Los Angeles,SCAG,0
112668,4511,Los Angeles,SCAG,0
112669,4330,Los Angeles,SCAG,0
112671,3834,Los Angeles,SCAG,0
112672,3834,Los Angeles,SCAG,0
112673,4330,Los Angeles,SCAG,0
112674,4330,Los Angeles,SCAG,0
112675,4330,Los Angeles,SCAG,0
112676,4523,Los Angeles,SCAG,0
112679,4330,Los Angeles,SCAG,0
112680,4566,Los Angeles,SCAG,0
112682,3923,Los Angeles,SCAG,0
112684,3997,Los Angeles,SCAG,0
112685,3995,Los Angeles,SCAG,0
112688,3805,Los Angeles,SCAG,0
112690,4516,Los Angeles,SCAG,0
112691,4523,Los Angeles,SCAG,0
112693,3686,Los Angeles,SCAG,0
112694,3931,Los Angeles,SCAG,0
112695,3805,Los Angeles,SCAG,0
112696,4511,Los Angeles,SCAG,0
112697,3834,Los Angeles,SCAG,0
112699,3918,Los Angeles,SCAG,0
112700,4523,Los Angeles,SCAG,0
112701,4523,Los Angeles,SCAG,0
112702,4630,Los Angeles,SCAG,0
112703,4630,Los Angeles,SCAG,0
112705,4259,Los Angeles,SCAG,0
112706,4548,Los Angeles,SCAG,0
112709,4506,Los Angeles,SCAG,0
112712,4671,Los Angeles,SCAG,0
112715,3955,Los Angeles,SCAG,0
112716,3883,Los Angeles,SCAG,0
112719,4600,Los Angeles,SCAG,0
112723,4234,Los Angeles,SCAG,0
112724,4250,Los Angeles,SCAG,0
112725,4248,Los Angeles,SCAG,0
112726,4234,Los Angeles,SCAG,0
112727,4248,Los Angeles,SCAG,0
112728,4506,Los Angeles,SCAG,0
112730,3923,Los Angeles,SCAG,0
112731,3935,Los Angeles,SCAG,0
112732,4234,Los Angeles,SCAG,0
112738,3880,Los Angeles,SCAG,0
112739,4250,Los Angeles,SCAG,0
112740,3931,Los Angeles,SCAG,0
112741,4259,Los Angeles,SCAG,0
112742,4259,Los Angeles,SCAG,0
112746,4259,Los Angeles,SCAG,0
112749,4506,Los Angeles,SCAG,0
112754,4547,Los Angeles,SCAG,0
112755,4237,Los Angeles,SCAG,0
112758,4248,Los Angeles,SCAG,0
112763,4234,Los Angeles,SCAG,0
112764,4436,Los Angeles,SCAG,0
112765,4436,Los Angeles,SCAG,0
112767,4506,Los Angeles,SCAG,0
112770,4249,Los Angeles,SCAG,0
112773,4248,Los Angeles,SCAG,0
112774,4248,Los Angeles,SCAG,0
112775,4508,Los Angeles,SCAG,0
112776,4548,Los Angeles,SCAG,0
112778,4225,Los Angeles,SCAG,0
112779,4444,Los Angeles,SCAG,0
112780,4566,Los Angeles,SCAG,0
112781,4562,Los Angeles,SCAG,0
112782,4608,Los Angeles,SCAG,0
112785,3922,Los Angeles,SCAG,0
112789,3923,Los Angeles,SCAG,0
112791,4061,Los Angeles,SCAG,0
112792,3974,Los Angeles,SCAG,0
112793,3974,Los Angeles,SCAG,0
112797,3923,Los Angeles,SCAG,0
112798,4860,Los Angeles,SCAG,0
112799,3651,Los Angeles,SCAG,0
112800,3664,Los Angeles,SCAG,0
112801,3664,Los Angeles,SCAG,0
112802,3650,Los Angeles,SCAG,0
112803,4738,Los Angeles,SCAG,0
112804,4738,Los Angeles,SCAG,0
112811,4171,Los Angeles,SCAG,0
112812,3664,Los Angeles,SCAG,0
112813,4738,Los Angeles,SCAG,0
112815,3664,Los Angeles,SCAG,0
112816,3650,Los Angeles,SCAG,0
112817,4961,Los Angeles,SCAG,0
112818,3664,Los Angeles,SCAG,0
112820,4701,Los Angeles,SCAG,0
112821,4701,Los Angeles,SCAG,0
112826,3664,Los Angeles,SCAG,0
112827,4738,Los Angeles,SCAG,0
112828,4171,Los Angeles,SCAG,0
112829,3664,Los Angeles,SCAG,0
112830,3650,Los Angeles,SCAG,0
112831,3664,Los Angeles,SCAG,0
112832,3650,Los Angeles,SCAG,0
112833,4933,Los Angeles,SCAG,0
112835,4961,Los Angeles,SCAG,0
112836,3664,Los Angeles,SCAG,0
112837,3625,Los Angeles,SCAG,0
112838,3664,Los Angeles,SCAG,0
112840,3650,Los Angeles,SCAG,0
112842,4147,Los Angeles,SCAG,0
112843,4171,Los Angeles,SCAG,0
112844,4970,Los Angeles,SCAG,0
112845,4199,Los Angeles,SCAG,0
112847,4199,Los Angeles,SCAG,0
112848,3645,Los Angeles,SCAG,0
112849,3645,Los Angeles,SCAG,0
112850,4147,Los Angeles,SCAG,0
112851,4860,Los Angeles,SCAG,0
112852,4701,Los Angeles,SCAG,0
112853,4148,Los Angeles,SCAG,0
112856,4148,Los Angeles,SCAG,0
112857,3664,Los Angeles,SCAG,0
112858,4738,Los Angeles,SCAG,0
112859,3650,Los Angeles,SCAG,0
112862,3664,Los Angeles,SCAG,0
112863,4148,Los Angeles,SCAG,0
112864,4950,Los Angeles,SCAG,0
112867,4701,Los Angeles,SCAG,0
112868,4957,Los Angeles,SCAG,0
112870,4744,Los Angeles,SCAG,0
112871,4172,Los Angeles,SCAG,0
112872,3645,Los Angeles,SCAG,0
112873,4945,Los Angeles,SCAG,0
112874,4957,Los Angeles,SCAG,0
112875,4957,Los Angeles,SCAG,0
112876,5947,Orange,SCAG,0
112877,4738,Los Angeles,SCAG,0
112878,4746,Los Angeles,SCAG,0
112879,6814,Los Angeles,SCAG,0
112880,4701,Los Angeles,SCAG,0
112881,4172,Los Angeles,SCAG,0
112882,4961,Los Angeles,SCAG,0
112884,4957,Los Angeles,SCAG,0
112887,4950,Los Angeles,SCAG,0
112889,4950,Los Angeles,SCAG,0
112892,4950,Los Angeles,SCAG,0
112893,3625,Los Angeles,SCAG,0
112894,4172,Los Angeles,SCAG,0
112898,3669,Los Angeles,SCAG,0
112900,4950,Los Angeles,SCAG,0
112901,3669,Los Angeles,SCAG,0
112903,4950,Los Angeles,SCAG,0
112904,3669,Los Angeles,SCAG,0
112913,4969,Los Angeles,SCAG,0
112917,4961,Los Angeles,SCAG,0
112918,4199,Los Angeles,SCAG,0
112920,3645,Los Angeles,SCAG,0
112921,3645,Los Angeles,SCAG,0
112922,3645,Los Angeles,SCAG,0
112924,4969,Los Angeles,SCAG,0
112925,4950,Los Angeles,SCAG,0
112930,3671,Los Angeles,SCAG,0
112932,3625,Los Angeles,SCAG,0
112933,4950,Los Angeles,SCAG,0
112934,4147,Los Angeles,SCAG,0
112936,4744,Los Angeles,SCAG,0
112937,4744,Los Angeles,SCAG,0
112938,4172,Los Angeles,SCAG,0
112940,4961,Los Angeles,SCAG,0
112942,3671,Los Angeles,SCAG,0
112944,4171,Los Angeles,SCAG,0
112946,4147,Los Angeles,SCAG,0
112947,4744,Los Angeles,SCAG,0
112949,4933,Los Angeles,SCAG,0
112950,4861,Los Angeles,SCAG,0
112951,4714,Los Angeles,SCAG,0
112954,3673,Los Angeles,SCAG,0
112955,3673,Los Angeles,SCAG,0
112956,3671,Los Angeles,SCAG,0
112958,4149,Los Angeles,SCAG,0
112959,4933,Los Angeles,SCAG,0
112960,4149,Los Angeles,SCAG,0
112962,3673,Los Angeles,SCAG,0
112963,4744,Los Angeles,SCAG,0
112964,4149,Los Angeles,SCAG,0
112965,4149,Los Angeles,SCAG,0
112966,4740,Los Angeles,SCAG,0
112967,4744,Los Angeles,SCAG,0
112971,4987,Los Angeles,SCAG,0
112972,3671,Los Angeles,SCAG,0
112973,3671,Los Angeles,SCAG,0
112974,4139,Los Angeles,SCAG,0
112977,3673,Los Angeles,SCAG,0
112978,3673,Los Angeles,SCAG,0
112980,4155,Los Angeles,SCAG,0
112981,3671,Los Angeles,SCAG,0
112982,3673,Los Angeles,SCAG,0
112983,3673,Los Angeles,SCAG,0
112986,4744,Los Angeles,SCAG,0
112987,4744,Los Angeles,SCAG,0
112988,4744,Los Angeles,SCAG,0
112989,4744,Los Angeles,SCAG,0
112990,4744,Los Angeles,SCAG,0
112991,3673,Los Angeles,SCAG,0
112992,3673,Los Angeles,SCAG,0
112993,3673,Los Angeles,SCAG,0
112995,3673,Los Angeles,SCAG,0
112996,4744,Los Angeles,SCAG,0
112997,3653,Los Angeles,SCAG,0
112999,3653,Los Angeles,SCAG,0
113000,3673,Los Angeles,SCAG,0
113003,4139,Los Angeles,SCAG,0
113004,4139,Los Angeles,SCAG,0
113005,3673,Los Angeles,SCAG,0
113006,3673,Los Angeles,SCAG,0
113007,3673,Los Angeles,SCAG,0
113008,4933,Los Angeles,SCAG,0
113009,3673,Los Angeles,SCAG,0
113011,3673,Los Angeles,SCAG,0
113012,3673,Los Angeles,SCAG,0
113013,3653,Los Angeles,SCAG,0
113014,3671,Los Angeles,SCAG,0
113015,3673,Los Angeles,SCAG,0
113017,3673,Los Angeles,SCAG,0
113018,4919,Los Angeles,SCAG,0
113019,3652,Los Angeles,SCAG,0
113020,3653,Los Angeles,SCAG,0
113021,3653,Los Angeles,SCAG,0
113023,3653,Los Angeles,SCAG,0
113024,3671,Los Angeles,SCAG,0
113025,3671,Los Angeles,SCAG,0
113026,3653,Los Angeles,SCAG,0
113027,3673,Los Angeles,SCAG,0
113029,3673,Los Angeles,SCAG,0
113030,3673,Los Angeles,SCAG,0
113033,4945,Los Angeles,SCAG,0
113034,3652,Los Angeles,SCAG,0
113035,3652,Los Angeles,SCAG,0
113036,4146,Los Angeles,SCAG,0
113037,3653,Los Angeles,SCAG,0
113038,3653,Los Angeles,SCAG,0
113042,4950,Los Angeles,SCAG,0
113043,3673,Los Angeles,SCAG,0
113044,4155,Los Angeles,SCAG,0
113046,3652,Los Angeles,SCAG,0
113047,3673,Los Angeles,SCAG,0
113048,3673,Los Angeles,SCAG,0
113049,4934,Los Angeles,SCAG,0
113053,4155,Los Angeles,SCAG,0
113054,4950,Los Angeles,SCAG,0
113056,4950,Los Angeles,SCAG,0
113057,4165,Los Angeles,SCAG,0
113060,4950,Los Angeles,SCAG,0
113062,4740,Los Angeles,SCAG,0
113063,4740,Los Angeles,SCAG,0
113064,4950,Los Angeles,SCAG,0
113069,4956,Los Angeles,SCAG,0
113070,4165,Los Angeles,SCAG,0
113071,4852,Los Angeles,SCAG,0
113072,4950,Los Angeles,SCAG,0
113074,4852,Los Angeles,SCAG,0
113075,4740,Los Angeles,SCAG,0
113076,4956,Los Angeles,SCAG,0
113079,4740,Los Angeles,SCAG,0
113080,4740,Los Angeles,SCAG,0
113083,4135,Los Angeles,SCAG,0
113085,4165,Los Angeles,SCAG,0
113086,5930,Orange,SCAG,0
113087,5930,Orange,SCAG,0
113088,4852,Los Angeles,SCAG,0
113089,4852,Los Angeles,SCAG,0
113090,4956,Los Angeles,SCAG,0
113091,4740,Los Angeles,SCAG,0
113092,4740,Los Angeles,SCAG,0
113093,4740,Los Angeles,SCAG,0
113095,4135,Los Angeles,SCAG,0
113096,4108,Los Angeles,SCAG,0
113097,4852,Los Angeles,SCAG,0
113099,4154,Los Angeles,SCAG,0
113100,4135,Los Angeles,SCAG,0
113106,4135,Los Angeles,SCAG,0
113107,4745,Los Angeles,SCAG,0
113108,4135,Los Angeles,SCAG,0
113109,4135,Los Angeles,SCAG,0
113110,4135,Los Angeles,SCAG,0
113111,4141,Los Angeles,SCAG,0
113112,4280,Los Angeles,SCAG,0
113113,4280,Los Angeles,SCAG,0
113115,4852,Los Angeles,SCAG,0
113116,4108,Los Angeles,SCAG,0
113117,4135,Los Angeles,SCAG,0
113119,4153,Los Angeles,SCAG,0
113120,4897,Los Angeles,SCAG,0
113121,4896,Los Angeles,SCAG,0
113122,4896,Los Angeles,SCAG,0
113123,4108,Los Angeles,SCAG,0
113124,3962,Los Angeles,SCAG,0
113126,4170,Los Angeles,SCAG,0
113129,4170,Los Angeles,SCAG,0
113131,4739,Los Angeles,SCAG,0
113133,4153,Los Angeles,SCAG,0
113136,4987,Los Angeles,SCAG,0
113139,4280,Los Angeles,SCAG,0
113140,4896,Los Angeles,SCAG,0
113142,4739,Los Angeles,SCAG,0
113143,4739,Los Angeles,SCAG,0
113146,4739,Los Angeles,SCAG,0
113148,4920,Los Angeles,SCAG,0
113149,4154,Los Angeles,SCAG,0
113150,4154,Los Angeles,SCAG,0
113152,4934,Los Angeles,SCAG,0
113153,4280,Los Angeles,SCAG,0
113155,4280,Los Angeles,SCAG,0
113156,4280,Los Angeles,SCAG,0
113157,4852,Los Angeles,SCAG,0
113158,4153,Los Angeles,SCAG,0
113159,4744,Los Angeles,SCAG,0
113160,4135,Los Angeles,SCAG,0
113161,4280,Los Angeles,SCAG,0
113162,4280,Los Angeles,SCAG,0
113163,4280,Los Angeles,SCAG,0
113164,4280,Los Angeles,SCAG,0
113165,4280,Los Angeles,SCAG,0
113167,4850,Los Angeles,SCAG,0
113168,4852,Los Angeles,SCAG,0
113170,4280,Los Angeles,SCAG,0
113174,4896,Los Angeles,SCAG,0
113175,4104,Los Angeles,SCAG,0
113176,4852,Los Angeles,SCAG,0
113177,3950,Los Angeles,SCAG,0
113178,4154,Los Angeles,SCAG,0
113179,4852,Los Angeles,SCAG,0
113181,4153,Los Angeles,SCAG,0
113182,4920,Los Angeles,SCAG,0
113183,4149,Los Angeles,SCAG,0
113188,4736,Los Angeles,SCAG,0
113189,4739,Los Angeles,SCAG,0
113190,4149,Los Angeles,SCAG,0
113191,4935,Los Angeles,SCAG,0
113192,3962,Los Angeles,SCAG,0
113193,4896,Los Angeles,SCAG,0
113194,6815,Los Angeles,SCAG,0
113199,6815,Los Angeles,SCAG,0
113202,6815,Los Angeles,SCAG,0
113204,4736,Los Angeles,SCAG,0
113205,3994,Los Angeles,SCAG,0
113206,4852,Los Angeles,SCAG,0
113209,4956,Los Angeles,SCAG,0
113210,6815,Los Angeles,SCAG,0
113211,6815,Los Angeles,SCAG,0
113213,4736,Los Angeles,SCAG,0
113214,4736,Los Angeles,SCAG,0
113216,4277,Los Angeles,SCAG,0
113217,4743,Los Angeles,SCAG,0
113218,4956,Los Angeles,SCAG,0
113221,3631,Los Angeles,SCAG,0
113222,4956,Los Angeles,SCAG,0
113223,4956,Los Angeles,SCAG,0
113224,4109,Los Angeles,SCAG,0
113226,4956,Los Angeles,SCAG,0
